1481	6719	
11436	2808	
9802	8477	
2461	12847	
3971	301	
12640	9145	
4329	4511	
12448	14718	
11622	13391	
208	4025	
10061	2624	
12492	4578	
14381	12751	
3246	12329	
2466	2593	
1492	5653	
8950	7850	
10998	4265	
10455	11403	
541	12312	
3091	1527	
12839	9525	
3742	11114	
2935	11409	
2588	4359	
10722	13745	
3586	14140	
4028	6547	
1854	11860	
1049	6846	
4959	8337	
5295	524	
1990	3091	
144	14557	
10572	7218	
13254	1288	
5918	9380	
5111	1072	
5972	12147	
12224	3553	
12239	10694	
5222	1021	
5296	14298	
8840	4816	
3133	7813	
9807	9748	
5718	14000	
5487	7626	
10590	9742	
11264	3438	
6813	2988	
3589	12173	
1482	2855	
8237	9934	
5622	8229	
2800	4610	
9940	11769	
13553	8633	
6180	8623	
13074	13882	
6310	2415	
14326	7127	
4116	8209	
13271	2107	
785	3934	
4839	481	
11845	5151	
11500	5642	
8714	2341	
1253	1426	
1609	6756	
1233	5536	
13205	8524	
3271	1865	
14498	101	
3967	7247	
9406	5982	
4751	2787	
14821	418	
3563	2356	
8227	8529	
7724	13722	
13449	8118	
4336	4332	
131	10290	
1218	11002	
14097	820	
1624	14720	
1369	8971	
7027	168	
4821	7018	
11356	6507	
13224	8102	
3953	13979	
1452	10991	
3534	11824	
7400	14040	
2921	9453	
709	9429	
10302	1518	
11743	2737	
10937	9049	
2497	11265	
7409	3030	
8097	1417	
489	1292	
8187	11072	
12323	3785	
945	5306	
222	125	
12623	5210	
1102	6340	
8844	6314	
13266	10134	
3989	9473	
14744	4989	
5772	12959	
9933	9330	
10134	9928	
5633	4725	
5947	6978	
10606	14975	
3294	12613	
10810	5141	
8187	6103	
14554	2435	
14608	1145	
8830	2379	
4604	13577	
7028	7097	
13349	14100	
10836	5916	
9590	7608	
7546	7075	
3493	5883	
5122	10905	
7882	12516	
1574	10870	
4763	3452	
14947	14076	
14812	2920	
5146	11803	
8292	8854	
4258	545	
9515	114	
8882	6370	
13448	12628	
10372	11975	
5703	10111	
1989	13534	
5015	11120	
2002	12470	
10418	4209	
7220	12382	
12973	2329	
9356	1009	
4487	6818	
6873	3663	
7207	13047	
10110	827	
4366	2560	
1737	8756	
4187	4803	
7078	1411	
11493	1553	
6650	11952	
6435	4754	
11939	1841	
3736	10206	
5965	2025	
8130	7425	
4631	1504	
4105	4649	
11636	4644	
8493	13303	
14038	6172	
2064	4296	
4469	10461	
9186	2087	
11916	9459	
10931	10577	
4932	8246	
7820	7485	
3786	13374	
1118	8502	
5844	11356	
1444	6926	
7866	14118	
13389	12504	
2335	5375	
897	986	
12022	265	
1213	2334	
13745	5543	
14057	5731	
6852	3548	
12534	11309	
11528	8906	
11333	4597	
9012	2536	
2659	8358	
9942	3363	
3656	4070	
6991	7399	
3279	14036	
6357	890	
4344	13317	
2122	3085	
2697	13653	
3521	5400	
8995	1876	
3601	14377	
5520	5166	
8577	8209	
7475	551	
4411	12427	
1400	1538	
13110	7537	
1618	1052	
7636	5157	
10451	9529	
402	10441	
13302	9946	
11886	12428	
10024	4570	
2682	1834	
1037	3852	
3382	13606	
5855	3531	
13668	10479	
10626	2245	
11021	820	
3875	1141	
14633	6468	
4510	7819	
8804	7374	
3446	2955	
1580	2202	
10367	9527	
3942	4691	
2143	7665	
7648	2562	
2523	7040	
11001	6480	
3327	7950	
14613	2343	
9773	8749	
6717	10486	
11191	4444	
4475	5239	
9879	10274	
530	7358	
3043	10317	
14964	6832	
8238	3246	
2822	14317	
7033	8221	
7718	436	
14633	14045	
8165	5522	
10674	4308	
7823	6119	
4898	106	
2438	8693	
1272	10499	
9934	53	
1202	14698	
14548	1960	
3710	10571	
6488	1479	
9616	8357	
10506	12383	
13459	10803	
8089	5916	
13075	11070	
11669	3889	
1054	1833	
2110	1834	
9891	4624	
6030	1342	
834	9037	
6833	14948	
6083	6600	
10037	9808	
2131	9595	
3516	8050	
1841	151	
4142	14916	
9975	3991	
4660	4614	
6140	12855	
10695	4128	
14438	2416	
10679	8899	
317	11875	
8888	4916	
12570	5079	
7046	686	
11102	2545	
14273	11651	
2751	3487	
7763	6919	
10805	10561	
13302	7113	
8043	3620	
10164	2270	
6673	13276	
14910	13612	
5871	8958	
8005	608	
11227	5655	
11983	1188	
8419	6196	
8273	2560	
9471	3688	
7828	196	
5269	1811	
3074	7192	
3256	13981	
7655	13641	
7267	5815	
6676	4672	
10054	9097	
5870	6599	
10899	7950	
4093	12331	
14819	4825	
4289	1217	
5346	4538	
4215	13895	
8041	8784	
9257	584	
8338	6117	
4596	13770	
11613	3369	
10115	10248	
1217	12172	
13505	4191	
10687	4387	
13691	13920	
10696	11213	
8083	7545	
11511	12347	
2465	10216	
1257	3395	
5220	7765	
9545	9184	
2990	3594	
14264	13799	
12942	9617	
1641	4783	
11231	7939	
13091	12566	
10518	6265	
855	13085	
129	6168	
1394	11871	
6530	14854	
8316	13691	
2691	9411	
13022	1643	
1099	647	
6763	13825	
4406	12598	
2621	357	
6915	3874	
7632	6389	
8639	14269	
60	9578	
5088	4248	
11604	7642	
3004	13045	
10531	9352	
9279	11894	
10350	5876	
2258	12961	
10980	7728	
1305	633	
3811	7168	
13117	8377	
6340	7124	
12576	1127	
10982	12790	
4640	10858	
4344	539	
5826	7458	
13000	5408	
5144	9043	
3257	3347	
2173	9829	
2873	8842	
4940	8083	
8664	3403	
12681	7166	
4356	5242	
4791	3494	
14290	14144	
5465	6524	
8447	2342	
1420	9911	
3924	8086	
11289	4345	
9944	7026	
12785	11085	
8623	10724	
6544	10543	
13512	11113	
14764	7672	
6845	7435	
6335	4940	
11419	1913	
13064	14538	
4577	8525	
9697	13807	
6622	7506	
10881	1823	
11195	7799	
10473	4802	
14119	3397	
379	5351	
1169	13825	
13246	13200	
7976	3470	
7750	9233	
13199	14050	
3161	12830	
3820	11523	
812	12568	
10279	646	
3204	12955	
4216	2892	
2105	1927	
7337	2994	
2333	841	
11211	187	
13506	1870	
14084	1580	
10216	2019	
6765	1635	
574	12124	
12650	14053	
14696	5231	
4491	9851	
12455	12372	
13600	13136	
9975	7388	
5545	5282	
6546	13730	
12203	12138	
10337	9922	
13190	14018	
7250	6533	
1987	6610	
9189	3014	
13483	5214	
1376	13132	
13331	288	
12643	325	
10028	3205	
12918	339	
7454	943	
11678	2261	
468	11335	
6798	9405	
3691	5588	
6986	6657	
3165	5380	
1327	2640	
2714	12974	
14166	10587	
6574	2274	
5608	1574	
13221	13054	
5196	610	
14938	7861	
5323	5728	
895	9046	
8860	13260	
3791	4695	
387	11899	
10759	5891	
1884	2826	
5020	3103	
9325	6756	
10078	14645	
1210	14856	
7529	3011	
13618	7741	
4292	14748	
4199	8611	
7410	4256	
2643	5968	
12494	9098	
7069	9059	
564	9718	
3491	13760	
12675	9301	
12074	3216	
11710	5678	
3752	11797	
5497	2187	
7291	13015	
9409	7709	
11922	10046	
5852	4581	
473	6740	
13552	5713	
12138	9406	
11624	1406	
2550	4007	
2208	11480	
92	3937	
2033	14371	
6056	9905	
776	3189	
11141	6189	
14921	11379	
5989	7245	
7242	7837	
14324	1740	
7282	9822	
10493	13553	
5856	5035	
8748	11806	
4047	3552	
8803	12996	
13663	6057	
11592	11825	
3487	11364	
7644	7896	
10398	2329	
9310	11747	
10306	14106	
3077	8550	
4680	11437	
11316	7403	
8617	11451	
4896	1998	
13653	6172	
870	13285	
11761	8401	
2591	198	
2988	2494	
12677	5517	
9880	4266	
383	424	
5652	10916	
8336	10184	
10566	2668	
8942	13894	
4830	1251	
7567	7528	
2285	11592	
8206	3111	
2516	6447	
5490	9934	
13090	13888	
1887	14177	
4013	5578	
13182	3368	
9097	9842	
6823	214	
1382	2548	
4088	7130	
14923	1228	
85	2513	
13161	242	
5263	7870	
12283	232	
3626	11704	
8761	11977	
6653	6014	
6084	12999	
9078	9441	
10356	13825	
9846	2878	
11965	14839	
4696	10398	
9327	14932	
2352	3836	
7756	14463	
11918	12283	
3765	5798	
7969	13378	
14502	1423	
3240	4797	
7768	132	
3284	8944	
11365	5939	
8817	9498	
742	1103	
13011	2356	
5872	8870	
11590	13277	
7685	3352	
11885	843	
11518	11865	
12932	2152	
13102	12283	
2097	8519	
4498	10659	
12741	10153	
6717	61	
13857	1088	
2192	5335	
3019	5408	
11222	13872	
8856	3669	
12142	9507	
6003	5909	
3698	7820	
6572	14882	
620	7893	
6524	4092	
4399	13077	
5652	1905	
8171	13486	
6973	14042	
9659	11737	
13394	13651	
8161	14025	
8209	2598	
7618	9768	
13345	8598	
11419	4402	
2966	11787	
13146	10764	
1223	14086	
8786	9264	
4185	8002	
9534	12448	
1068	10429	
13126	837	
1891	6266	
13767	8467	
7985	11829	
13965	10882	
12719	7362	
13644	7340	
2938	7218	
11460	1566	
1849	6098	
10571	3941	
12308	7786	
10212	9718	
12295	11543	
6973	1377	
7494	398	
10238	2763	
13283	8070	
11693	6991	
5828	7888	
8815	3289	
3527	13374	
8721	12943	
13079	4885	
14692	11675	
13208	14904	
11519	4937	
10021	3266	
7	9346	
14340	6568	
6793	9563	
7703	8185	
2663	7533	
12723	6498	
7273	633	
12677	11986	
3355	13176	
4312	599	
4709	14732	
14803	6660	
8720	1239	
1600	1016	
8515	3718	
10824	1163	
9381	6401	
14017	71	
9054	1922	
7553	3817	
5054	13855	
10276	7851	
9639	11390	
10442	13615	
4534	13764	
9484	3402	
7731	2465	
13996	13162	
14707	2788	
1476	9197	
3771	12127	
2135	1464	
1069	3942	
11484	7561	
10063	5322	
14682	970	
14806	3204	
13229	5019	
12970	9128	
14917	8490	
11075	9344	
2679	8209	
4873	7633	
2541	9684	
6945	935	
11225	6845	
8731	10064	
1680	3694	
9896	3279	
8193	130	
777	12919	
6092	593	
12163	5409	
5487	5143	
14655	12557	
4772	11071	
9614	10881	
5702	8625	
11369	3337	
13882	11733	
5710	12339	
10011	12914	
9414	4341	
8454	6216	
13588	766	
5396	9758	
3368	14269	
7677	8889	
10873	9874	
4889	8034	
8146	4879	
4673	5227	
619	67	
2453	6038	
12264	9619	
13183	3425	
6710	11413	
11277	11105	
12778	10842	
636	14722	
12372	14103	
11655	7097	
2352	337	
2231	3807	
7829	3042	
14837	10866	
10166	12700	
3314	1065	
11735	953	
1831	10251	
11858	837	
7841	13661	
12190	14121	
11756	13463	
2393	6788	
5664	14561	
14756	9823	
3081	13711	
14293	14150	
11160	1830	
2314	13518	
4247	3498	
13025	12320	
1930	3966	
9964	3280	
10753	6278	
2490	13362	
